id	effectiveTime	active	moduleId	refsetId	referencedComponentId	acceptabilityId
c444270d-b17f-4cb4-89cd-7d681ec46407	20221115	1	11000172109	900000000000509007	7891611000172112	900000000000548007
c4eebffa-bc02-4ea9-8550-32e11009b167	20210915	1	11000172109	900000000000509007	1912521000172118	900000000000548007
c794d4e6-b162-4811-84be-a9d92c529199	20220315	1	11000172109	900000000000509007	6064731000172114	900000000000548007
ccf6b65d-595b-4380-be3f-ce99b3e196f3	20180315	1	11000172109	900000000000509007	80571000172114	900000000000548007
cd2694ad-a6b4-48aa-9b9c-edf4db79c99c	20210915	1	11000172109	900000000000509007	1932521000172113	900000000000548007
d980a6ec-f269-47e7-b9d0-7c0cc2693c1f	20210915	1	11000172109	900000000000509007	1932811000172118	900000000000548007
db28c8a3-b948-4eaf-8f51-c80af5dfda01	20210915	1	11000172109	900000000000509007	1912891000172118	900000000000548007
de5f7271-e623-45be-8843-7e9c229943d3	20210915	1	11000172109	900000000000509007	1912981000172113	900000000000548007
de8b5e02-41dd-453a-9041-cb8cc43825a6	20200915	1	11000172109	900000000000509007	1522281000172118	900000000000548007
dfb7e699-12b8-4506-bf6c-7121b502824a	20210915	1	11000172109	900000000000509007	1912951000172115	900000000000548007
e113fa0b-c6cf-4984-a530-3fd4d0e0ee35	20180315	1	11000172109	900000000000509007	31000172117	900000000000548007
e391b935-ce47-4141-a43b-c1e4e7978ace	20210915	1	11000172109	900000000000509007	1912041000172118	900000000000548007
e6367824-d970-4ac2-b8fe-40280a60bc3a	20210915	1	11000172109	900000000000509007	1912881000172116	900000000000548007
e80785e9-a313-4c13-b324-bd6de3923e9e	20210915	1	11000172109	900000000000509007	1912551000172112	900000000000548007
e8946571-97f5-4c07-888a-888ab18a3607	20210315	1	11000172109	900000000000509007	1523091000172116	900000000000548007
eaee35a8-5496-40d2-b9dc-6174729787ac	20210915	1	11000172109	900000000000509007	1912771000172113	900000000000548007
eb10628d-d460-4f3a-9eb6-265c3c743103	20210915	1	11000172109	900000000000509007	1912631000172116	900000000000548007
eb55365d-8718-46d3-8dbf-b0ef5f1880c5	20210915	1	11000172109	900000000000509007	1912411000172110	900000000000548007
f178a235-c300-4814-9422-a3bc570bce31	20210915	1	11000172109	900000000000509007	1912581000172119	900000000000548007
f2924d79-15f6-4191-9404-c5bab223d781	20210915	1	11000172109	900000000000509007	1912391000172110	900000000000548007
f529297f-000d-48c6-a53d-ef9669e1b6f2	20210915	1	11000172109	900000000000509007	1912291000172119	900000000000548007
fc26f3da-4223-42e0-9285-b9268246eaaf	20210915	1	11000172109	900000000000509007	1912571000172117	900000000000548007
feb0939b-4ee0-4c44-b62e-37f8904cce65	20180315	1	11000172109	900000000000509007	21000172115	900000000000548007
00071cc8-2acc-4947-9818-808976a8bb74	20210915	1	11000172109	900000000000509007	1912691000172117	900000000000548007
059aa3fa-27c8-414b-8d92-2467345aee0c	20210315	1	11000172109	900000000000509007	1523251000172118	900000000000548007
073e9ffc-25cc-48c4-8b77-4dc0944b349c	20210915	1	11000172109	900000000000509007	1932041000172113	900000000000548007
075d5948-365d-476d-ab65-a82c96a1b2c5	20210915	1	11000172109	900000000000509007	1912051000172116	900000000000548007
07dbd307-6994-4477-8a27-e787b7bc5528	20210915	1	11000172109	900000000000509007	1913141000172113	900000000000548007
0b6c3f69-36d5-4840-81b2-64b3b65a4ff8	20221115	1	11000172109	900000000000509007	7891721000172112	900000000000548007
0d9fe2df-aac5-42e7-96ca-95297ce208ae	20210915	1	11000172109	900000000000509007	1912661000172110	900000000000548007
0e790b5f-bbcc-47dd-ace4-7915ef56576d	20221115	1	11000172109	900000000000509007	7891601000172114	900000000000548007
126bd5ce-62a0-4eb9-9286-e195517ba91f	20210915	1	11000172109	900000000000509007	1912641000172111	900000000000548007
17720a9e-c859-48cc-a52b-42a73cb4b56a	20210915	1	11000172109	900000000000509007	1912421000172117	900000000000548007
1830167c-c099-4ed7-b4c7-c005effdc3ec	20210315	1	11000172109	900000000000509007	1523101000172112	900000000000548007
1923d3ce-7989-4310-ba58-9c28beec185b	20210915	1	11000172109	900000000000509007	1912761000172116	900000000000548007
1a3e4230-2bbd-4c77-84e7-e426a2e0b98a	20210915	1	11000172109	900000000000509007	1912251000172110	900000000000548007
22fa8e37-656e-41de-9a6d-b1268d1ee161	20210915	1	11000172109	900000000000509007	1913161000172112	900000000000548007
25e8384b-5c3e-4847-affd-c3572f3373d6	20180315	1	11000172109	900000000000509007	51000172114	900000000000548007
2b8cc097-6cb8-423b-a59b-70d261fb0c5a	20210915	1	11000172109	900000000000509007	1912011000172117	900000000000548007
2c503cd6-fd06-48ec-92ce-c5bfe8bcec12	20210315	1	11000172109	900000000000509007	1522711000172115	900000000000548007
2d8d606b-94cd-46c7-81af-0664a643e076	20210915	1	11000172109	900000000000509007	1932121000172115	900000000000548007
3314d035-433c-4579-9eea-410feba5b5bd	20200315	1	11000172109	900000000000509007	1263821000172112	900000000000548007
366ef287-89e6-409a-986d-8494f239db7f	20180315	1	11000172109	900000000000509007	80491000172111	900000000000548007
36c51543-85bf-4374-b027-7eb59cd4e2c0	20210915	1	11000172109	900000000000509007	1932751000172113	900000000000548007
36d02571-7e47-4da9-809f-fc5e9c4b2f21	20180315	1	11000172109	900000000000509007	61000172111	900000000000548007
3865827a-a090-4819-85b6-1010e56fe61e	20200315	1	11000172109	900000000000509007	1263801000172117	900000000000548007
387fedb2-2105-46c5-a008-e16525c6162b	20210315	1	11000172109	900000000000509007	1523211000172119	900000000000548007
39a16b41-7a4b-4c45-b450-66bb084d725a	20210315	1	11000172109	900000000000509007	1523201000172117	900000000000548007
3c9e4a17-1199-42e6-9594-dbbba3887efc	20210315	1	11000172109	900000000000509007	1523071000172117	900000000000548007
3faf8908-406b-4653-b66a-58e9595a8c46	20210915	1	11000172109	900000000000509007	1912081000172114	900000000000549004
409eed30-398a-41ba-90aa-7afe0711d885	20210315	1	11000172109	900000000000509007	1523081000172119	900000000000548007
437c1b2c-f9c7-4e3c-b2cb-fc9e64ef6466	20210915	1	11000172109	900000000000509007	1912711000172119	900000000000548007
43ac8c3b-9c7d-4efc-bc08-71401b51b52d	20210915	1	11000172109	900000000000509007	1932081000172117	900000000000548007
4545bfae-daf2-411b-8543-acd1d83ee064	20180315	1	11000172109	900000000000509007	11000172113	900000000000548007
4986fbdd-993d-471f-99d1-71938b7a7d1f	20180315	1	11000172109	900000000000509007	41000172112	900000000000548007
4cd4506a-8a7b-4d1a-b085-a486ff9182f3	20200315	1	11000172109	900000000000509007	1263891000172114	900000000000548007
51812dfd-e482-45f0-8134-c5244e9c97ee	20210915	1	11000172109	900000000000509007	1912271000172115	900000000000548007
52fad4c6-961f-4674-a345-9cebf302579f	20221115	1	11000172109	900000000000509007	7891741000172115	900000000000548007
54184bad-304d-4a26-8c8c-3b2b985145a4	20210915	1	11000172109	900000000000509007	1913121000172116	900000000000548007
54b613ea-64c1-4ec8-b923-09ec405c77c2	20210915	1	11000172109	900000000000509007	1932961000172113	900000000000548007
55dc9c4e-6440-4b6a-9a65-fd3f566fcc91	20210915	1	11000172109	900000000000509007	1932161000172111	900000000000548007
56488adb-a6a9-4994-a616-81ab8354b681	20220315	1	11000172109	900000000000509007	6064701000172116	900000000000548007
5732f563-9b3c-4f8d-a512-8218fd696573	20210315	1	11000172109	900000000000509007	1523161000172113	900000000000548007
5a05e03b-b36c-4c02-8f61-bd8035894208	20221115	1	11000172109	900000000000509007	7891691000172117	900000000000548007
5bdff9c5-817d-4fc1-a8fa-caaad78c24b1	20210915	1	11000172109	900000000000509007	1932191000172118	900000000000548007
5d9f2615-f063-49b5-a7ea-1ab0c8888194	20221115	1	11000172109	900000000000509007	7891651000172113	900000000000548007
5db493d9-2124-499c-a274-9a2e9a5f13a5	20210915	1	11000172109	900000000000509007	1912701000172117	900000000000548007
5e703e0c-a51d-402c-84c1-90ee7272ba07	20200315	1	11000172109	900000000000509007	1263841000172115	900000000000548007
5eabd84e-9123-43e9-8cfe-8f27857604bb	20210315	1	11000172109	900000000000509007	1523271000172113	900000000000548007
600de500-c9ee-4c60-869e-5954b09e895f	20210915	1	11000172109	900000000000509007	1913031000172119	900000000000548007
613ba981-a546-4cec-a2b9-e9db4633e87f	20210915	1	11000172109	900000000000509007	1932891000172113	900000000000548007
63610358-7cea-4250-9b5e-05833724e6b7	20210315	1	11000172109	900000000000509007	1522681000172116	900000000000548007
688a336d-9b5d-4225-80ea-5e0510c10a6e	20210915	1	11000172109	900000000000509007	1913021000172117	900000000000548007
6d43646c-6a05-4fdc-a258-317f6b05ac28	20210915	1	11000172109	900000000000509007	1932971000172116	900000000000548007
6f31c592-c6b3-4194-a390-a7c79b7e95d3	20210915	1	11000172109	900000000000509007	1912131000172114	900000000000548007
7102b2a4-9694-4ad8-9f76-b0a6e63beb02	20210915	1	11000172109	900000000000509007	1912511000172111	900000000000548007
75923b80-ddf0-46dd-a8c4-7c0156dc7f40	20210915	1	11000172109	900000000000509007	1912381000172112	900000000000548007
76947803-a328-4d52-99c8-7ebcf769c53b	20210915	1	11000172109	900000000000509007	1912121000172111	900000000000548007
78776130-b378-4330-b4be-b19718349c67	20210915	1	11000172109	900000000000509007	1912311000172115	900000000000548007
7a4a49b8-ed63-4d36-b5bf-bb19772597ed	20200315	1	11000172109	900000000000509007	1263911000172111	900000000000548007
7ace0196-eff5-4bd0-96ce-a289013634f8	20210915	1	11000172109	900000000000509007	1912211000172114	900000000000548007
